"","source","target","type.x","time","dwell","arrivaldate","name.x.x","type.y","date.x","qty.x.x","id.x","name.x","type.x.x","date.x.x","qty.x","source.y","type.y.x","date.y.x","name.y","type.x.y","date.x.y","qty.y","type.y.y","date.y.y","name.y.y","type","date.y","qty.y.y","suspect_arrival2"
"2126","City of Himark","seasystem3e22","Event.TransportEvent.TransponderPing","2035-10-02T05:20:06.009906",42498.078863,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2956231b","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","14.25","2035-10-03"
"2127","City of Himark","seasystem3e22","Event.TransportEvent.TransponderPing","2035-10-02T05:20:06.009906",42498.078863,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_31081ef9","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","29.25","2035-10-03"
"2128","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2415252a","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","28","2035-10-14"
"2129","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_262224d9","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","24.75","2035-10-14"
"2130","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_25364f7d","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","8.625","2035-10-14"
"2131","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_285206ca","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","39.375","2035-10-14"
"2132","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_291463fe","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","35","2035-10-14"
"2133","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_29565069","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","7.5","2035-10-14"
"2134","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_3108971c","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","24.75","2035-10-14"
"2135","City of Himark","transpacificed8","Event.TransportEvent.TransponderPing","2035-10-13T00:48:11.062251",59905.347176,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_24751d63","Event.Transaction","2035-10-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-14",NA,"Entity.Document.DeliveryReport","2035-10-14","18.125","2035-10-14"
"2136","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_24179925","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","34","2035-10-25"
"2137","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_26225563","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","18","2035-10-25"
"2138","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_30929e8b","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","20.25","2035-10-25"
"2139","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_24604736","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","-6","2035-10-25"
"2140","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2518553e","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","1.5","2035-10-25"
"2141","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_25371c1d","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","11.25","2035-10-25"
"2142","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2852422a","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","43.875","2035-10-25"
"2143","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2914965f","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","26","2035-10-25"
"2144","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_310961da","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","23.625","2035-10-25"
"2145","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_3071496d","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","30.25","2035-10-25"
"2146","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-10-24T18:58:09.196069",52887.800673,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_24782db3","Event.Transaction","2035-10-25",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-25",NA,"Entity.Document.DeliveryReport","2035-10-25","13.75","2035-10-25"
"2147","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_241565dd","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","29","2035-11-26"
"2148","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_24630ccf","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","17.5","2035-11-26"
"2149","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_30599d46","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","27.5","2035-11-26"
"2150","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_28729306","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","16.875","2035-11-26"
"2151","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2915970f","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","28","2035-11-26"
"2152","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_303051d4","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","25.875","2035-11-26"
"2153","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_30184f37","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","23.625","2035-11-26"
"2154","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_3072860a","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","72.875","2035-11-26"
"2155","City of Himark","transpolar2a4","Event.TransportEvent.TransponderPing","2035-11-25T18:25:59.414191",52430.068325,"2035-11-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_24754e3d","Event.Transaction","2035-11-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-26",NA,"Entity.Document.DeliveryReport","2035-11-26","12.5","2035-11-26"
"2156","City of Himark","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-11-09T16:22:12.322716",49839.360051,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_2927637f","Event.Transaction","2035-11-10",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-10",NA,"Entity.Document.DeliveryReport","2035-11-10","31.5","2035-11-10"
"2157","City of Himark","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-11-09T16:22:12.322716",49839.360051,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_282765da","Event.Transaction","2035-11-10",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-10",NA,"Entity.Document.DeliveryReport","2035-11-10","7","2035-11-10"
"2158","City of Himark","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-11-09T16:22:12.322716",49839.360051,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_308861d0","Event.Transaction","2035-11-10",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-10",NA,"Entity.Document.DeliveryReport","2035-11-10","5.25","2035-11-10"
"2159","City of Himark","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-11-09T16:22:12.322716",49839.360051,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_24610616","Event.Transaction","2035-11-10",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-10",NA,"Entity.Document.DeliveryReport","2035-11-10","34.5","2035-11-10"
"2160","City of Himark","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-11-09T16:22:12.322716",49839.360051,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_28417d7e","Event.Transaction","2035-11-10",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-10",NA,"Entity.Document.DeliveryReport","2035-11-10","9.375","2035-11-10"
"2161","City of Himark","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-11-09T16:22:12.322716",49839.360051,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26815901","Event.Transaction","2035-11-10",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-10",NA,"Entity.Document.DeliveryReport","2035-11-10","24.75","2035-11-10"
"2162","City of Himark","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-11-16T23:56:01.977746",49227.460555,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_28281c90","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","50.75","2035-11-17"
"2163","City of Himark","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-11-16T23:56:01.977746",49227.460555,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_30124e81","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","29.25","2035-11-17"
"2164","City of Himark","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-11-16T23:56:01.977746",49227.460555,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_308881d9","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","24.75","2035-11-17"
"2165","City of Himark","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-11-16T23:56:01.977746",49227.460555,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_24612a55","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","33","2035-11-17"
"2166","City of Himark","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-11-16T23:56:01.977746",49227.460555,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26782b0f","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","29.25","2035-11-17"
"2167","City of Paackland","oceanicodyssey5dd","Event.TransportEvent.TransponderPing","2035-07-11T16:05:40.013826",51776.706222,"2035-07-11",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2756251f","Event.Transaction","2035-07-12",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-12",NA,"Entity.Document.DeliveryReport","2035-07-12","-4.5","2035-07-12"
"2168","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_25602c3a","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","37.125","2035-09-21"
"2169","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_263336c5","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","40.5","2035-09-21"
"2170","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_28967131","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","0","2035-09-21"
"2171","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_30037b14","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","18.75","2035-09-21"
"2172","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_30437832","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","6.25","2035-09-21"
"2173","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_2684910e","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","29.25","2035-09-21"
"2174","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_27401842","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","18","2035-09-21"
"2175","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_27696962","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","35","2035-09-21"
"2176","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2890936b","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","66.5","2035-09-21"
"2177","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_25481f51","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","21.25","2035-09-21"
"2178","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscisosseusb6d","Offidiaa/Piscis osseus","Entity.Commodity.Fish",NA,NA,"cargo_2035_2435598d","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","34.125","2035-09-21"
"2179","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_260031a8","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","33","2035-09-21"
"2180","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_273507c5","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","40.5","2035-09-21"
"2181","City of Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T19:18:46.000666",48812.437587,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_30524b23","Event.Transaction","2035-09-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-21",NA,"Entity.Document.DeliveryReport","2035-09-21","47.125","2035-09-21"
"2182","City of Paackland","vesselvortex355","Event.TransportEvent.TransponderPing","2035-07-13T21:10:49.837630",52118.078215,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_2756351e","Event.Transaction","2035-07-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-14",NA,"Entity.Document.DeliveryReport","2035-07-14","21","2035-07-14"
"2183","City of Paackland","harborholdings797","Event.TransportEvent.TransponderPing","2035-02-08T16:14:31.430382",51259.720627,"2035-02-08",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_27364275","Event.Transaction","2035-02-09",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-02-09",NA,"Entity.Document.DeliveryReport","2035-02-09","19.5","2035-02-09"
