"","source","target","type.x","time","dwell","arrivaldate","name","type.y","date","qty"
"5101","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-08-30T12:20:21.087645",10163.860454,"2035-08-30",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5102","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-03T12:16:29.723238",9428.864571,"2035-09-03",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5103","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-07T12:20:52.424227",10029.084765,"2035-09-07",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5104","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-11T13:58:11.280420",3715.366439,"2035-09-11",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5105","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-13T12:11:10.661621",10613.084167,"2035-09-13",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5106","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-17T14:10:33.556702",3547.938974,"2035-09-17",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5107","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-21T12:17:05.941875",10276.614182,"2035-09-21",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5108","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-25T12:11:14.194230",10740.712239,"2035-09-25",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5109","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-09-27T13:58:28.599858",4090.09059,"2035-09-27",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5110","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-01T13:58:34.762385",3863.726548,"2035-10-01",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5111","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-05T14:09:37.188873",3497.569044,"2035-10-05",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5112","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-09T12:15:24.361209",9888.032184,"2035-10-09",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5113","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-11T14:04:50.475264",3808.970801,"2035-10-11",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5114","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-15T12:16:40.007481",10475.923534,"2035-10-15",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5115","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-19T12:21:50.624971",10398.803965,"2035-10-19",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5116","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-23T13:54:23.485594",3568.555148,"2035-10-23",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5117","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-25T12:21:23.265442",10915.805437,"2035-10-25",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5118","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-10-29T12:24:09.111186",10872.602199,"2035-10-29",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5119","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-02T12:27:29.892389",9149.082662,"2035-11-02",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5120","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-06T14:05:27.060481",3629.580449,"2035-11-06",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5121","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-08T14:16:48.868726",3661.926689,"2035-11-08",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5122","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-12T12:28:15.515435",10814.514152,"2035-11-12",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5123","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-16T12:19:01.787067",9890.082061,"2035-11-16",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5124","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-20T14:21:30.420314",3849.181155,"2035-11-20",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5125","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-22T12:23:59.899920",8979.913549,"2035-11-22",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5126","Nav 1","stout369","Event.TransportEvent.TransponderPing","2035-11-26T13:59:57.692730",3370.931248,"2035-11-26",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5127","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-02-07T05:07:46.071277",4177.922442,"2035-02-07",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5128","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-02-13T05:11:45.148957",4165.045222,"2035-02-13",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5129","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-02-21T05:07:28.309028",4940.120083,"2035-02-21",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5130","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-02-27T05:06:59.130729",4546.357934,"2035-02-27",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5131","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-03-07T05:10:32.142761",4510.347579,"2035-03-07",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5132","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-03-13T05:07:32.655189",4335.329188,"2035-03-13",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5133","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-03-21T05:12:42.483549",4166.257972,"2035-03-21",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5134","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-03-27T05:12:11.743432",4596.927263,"2035-03-27",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5135","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-04-04T05:12:29.687682",4290.719745,"2035-04-04",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5136","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-04-10T05:07:40.501576",4758.782871,"2035-04-10",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5137","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-04-18T05:08:11.614806",4128.826351,"2035-04-18",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5138","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-04-24T05:08:44.132783",4948.291185,"2035-04-24",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5139","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-05-02T05:07:18.159302",4534.046385,"2035-05-02",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5140","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-05-08T05:10:33.270109",4606.418016,"2035-05-08",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5141","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-05-16T05:06:05.769493",4124.213248,"2035-05-16",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5142","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-05-22T05:12:19.072067",4542.17544,"2035-05-22",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5143","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-05-30T05:10:13.859772",4265.951438,"2035-05-30",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5144","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-06-05T05:13:30.055048",4502.983209,"2035-06-05",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5145","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-06-13T05:06:05.119396",4515.298161,"2035-06-13",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5146","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-06-19T05:09:56.660020",4079.470494,"2035-06-19",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5147","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-06-27T05:11:05.018422",4642.911044,"2035-06-27",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5148","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-07-03T05:08:51.253581",4220.627393,"2035-07-03",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5149","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-07-11T05:11:31.619144",4437.144416,"2035-07-11",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5150","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-07-17T05:13:10.265093",4157.444807,"2035-07-17",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5151","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-07-25T05:12:51.924599",4145.428448,"2035-07-25",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5152","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-07-31T05:10:06.249593",4809.427095,"2035-07-31",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5153","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-08-08T05:08:22.032264",4408.896116,"2035-08-08",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5154","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-08-14T05:12:40.075912",4325.556669,"2035-08-14",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5155","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-08-22T05:11:39.945667",4893.48899,"2035-08-22",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5156","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-08-28T05:09:19.069326",4245.301461,"2035-08-28",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5157","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-09-05T05:12:42.956970",4313.032058,"2035-09-05",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5158","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-09-11T05:10:01.987803",4174.850963,"2035-09-11",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5159","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-09-19T05:10:03.008003",4574.274208,"2035-09-19",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5160","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-09-25T05:07:37.486160",4155.451402,"2035-09-25",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5161","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-10-03T05:11:54.965341",4521.878991,"2035-10-03",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5162","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-10-09T05:10:12.469576",4333.78368,"2035-10-09",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5163","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-10-17T05:06:24.811805",4896.78243,"2035-10-17",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5164","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-10-23T05:07:51.839911",4904.426472,"2035-10-23",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5165","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-10-31T05:09:06.301367",4505.122606,"2035-10-31",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5166","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-11-06T05:11:08.082633",4297.081456,"2035-11-06",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5167","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-11-14T05:08:12.455699",4684.735823,"2035-11-14",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5168","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-11-20T05:09:07.883319",4605.08673,"2035-11-20",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5169","Nav 1","sturdyd7f","Event.TransportEvent.TransponderPing","2035-11-28T05:13:09.464476",4316.217867,"2035-11-28",NA,"Entity.Vessel.Ferry.Cargo",NA,NA
"5170","Nav 1","oceanicodyssey5dd","Event.TransportEvent.TransponderPing","2035-02-02T21:30:00",10593.104345,"2035-02-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"5171","Nav 1","oceanicodyssey5dd","Event.TransportEvent.TransponderPing","2035-07-11T11:30:00",10921.423475,"2035-07-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"5172","Nav 1","oceanicodyssey5dd","Event.TransportEvent.TransponderPing","2035-07-12T06:53:09.455723",5591.690415,"2035-07-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"5173","Nav 1","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-02-03T00:00:00",9803.535081,"2035-02-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"5174","Nav 1","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-05-02T23:05:29.432614",8990.391152,"2035-05-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"5175","Nav 1","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-20T14:30:00",10103.159681,"2035-09-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"5176","Nav 1","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-09-21T08:40:27.579111",4304.124785,"2035-09-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5177","Nav 1","vesselvortex355","Event.TransportEvent.TransponderPing","2035-02-03T21:46:32.912284",4502.273695,"2035-02-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"5178","Nav 1","vesselvortex355","Event.TransportEvent.TransponderPing","2035-04-21T09:15:34.362204",9953.126223,"2035-04-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5179","Nav 1","vesselvortex355","Event.TransportEvent.TransponderPing","2035-07-13T17:00:00",10589.337774,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"5180","Nav 1","vesselvortex355","Event.TransportEvent.TransponderPing","2035-07-14T12:59:24.068216",5332.053759,"2035-07-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"5181","Nav 1","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-02-07T01:03:50.048225",9194.018758,"2035-02-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"5182","Nav 1","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-08-14T15:04:23.713501",10346.282481,"2035-08-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"5183","Nav 1","transcontinentalcf3","Event.TransportEvent.TransponderPing","2035-09-08T15:42:29.446552",4306.514692,"2035-09-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"5184","Nav 1","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-02-07T06:29:15.136432",10004.212141,"2035-02-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"5185","Nav 1","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-06-21T02:19:39.813925",10412.33257,"2035-06-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5186","Nav 1","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-07-16T09:00:00",10021.862319,"2035-07-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"5187","Nav 1","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-08-06T12:00:00",11697.235183,"2035-08-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"5188","Nav 1","nauticalnucleusc5a","Event.TransportEvent.TransponderPing","2035-08-07T05:47:24.621282",5719.669143,"2035-08-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"5189","Nav 1","harborholdings797","Event.TransportEvent.TransponderPing","2035-02-08T12:30:00",8362.391812,"2035-02-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"5190","Nav 1","harborhalo603","Event.TransportEvent.TransponderPing","2035-02-18T21:03:07.495002",9771.150365,"2035-02-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"5191","Nav 1","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-02-19T06:00:00",8319.524714,"2035-02-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"5192","Nav 1","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-07-12T10:47:23.166489",8041.83078,"2035-07-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"5193","Nav 1","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-07-28T05:00:00",9403.708251,"2035-07-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"5194","Nav 1","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-07-28T20:49:02.166807",4009.01513,"2035-07-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"5195","Nav 1","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-11-03T01:55:24.051590",8993.009031,"2035-11-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"5196","Nav 1","freightfrontiers1bc","Event.TransportEvent.TransponderPing","2035-02-21T05:49:18.926431",8316.466729,"2035-02-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5197","Nav 1","freightfrontiers1bc","Event.TransportEvent.TransponderPing","2035-09-05T01:30:00",8371.0478,"2035-09-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"5198","Nav 1","transoceane48","Event.TransportEvent.TransponderPing","2035-02-22T02:47:46.953918",8299.61374,"2035-02-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"5199","Nav 1","transoceane48","Event.TransportEvent.TransponderPing","2035-04-10T13:49:20.079379",9104.428827,"2035-04-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"5200","Nav 1","transoceane48","Event.TransportEvent.TransponderPing","2035-09-01T17:58:39.003380",8216.022227,"2035-09-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"5201","Nav 1","transoceane48","Event.TransportEvent.TransponderPing","2035-10-24T04:00:00",9340.466297,"2035-10-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"5202","Nav 1","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-02-22T23:30:00",8799.618142,"2035-02-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"5203","Nav 1","cargocynosure29d","Event.TransportEvent.TransponderPing","2035-05-03T18:07:54.672868",9170.156432,"2035-05-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"5204","Nav 1","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-02-28T06:14:09.863940",10818.607743,"2035-02-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"5205","Nav 1","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-03-22T08:13:46.891976",10257.044032,"2035-03-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"5206","Nav 1","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-08-16T05:09:42.334830",10520.791037,"2035-08-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"5207","Nav 1","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-08-29T04:13:12.889289",11500.709997,"2035-08-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"5208","Nav 1","transatlantic77d","Event.TransportEvent.TransponderPing","2035-03-02T07:30:00",11429.609013,"2035-03-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"5209","Nav 1","transatlantic77d","Event.TransportEvent.TransponderPing","2035-08-08T04:30:00",11103.526267,"2035-08-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"5210","Nav 1","transatlantic77d","Event.TransportEvent.TransponderPing","2035-09-24T13:14:06.098038",9648.669397,"2035-09-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"5211","Nav 1","seasystem375","Event.TransportEvent.TransponderPing","2035-03-06T15:30:00",11335.338833,"2035-03-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"5212","Nav 1","seasystem375","Event.TransportEvent.TransponderPing","2035-08-11T09:17:02.236497",10768.161563,"2035-08-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"5213","Nav 1","seasystem375","Event.TransportEvent.TransponderPing","2035-10-17T12:45:04.024423",5689.85613,"2035-10-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"5214","Nav 1","freightfortef0d","Event.TransportEvent.TransponderPing","2035-03-08T02:30:00",9166.194175,"2035-03-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"5215","Nav 1","freightfortef0d","Event.TransportEvent.TransponderPing","2035-03-08T17:40:11.921463",3797.241954,"2035-03-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"5216","Nav 1","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-03-09T10:00:44.443226",8778.42816,"2035-03-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"5217","Nav 1","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-08-01T14:43:18.513677",8277.048734,"2035-08-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"5218","Nav 1","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-09-06T20:30:00",7884.315021,"2035-09-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"5219","Nav 1","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-09-07T12:39:38.758074",4004.207447,"2035-09-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"5220","Nav 1","seasystem3e22","Event.TransportEvent.TransponderPing","2035-03-14T16:35:46.042448",6927.134937,"2035-03-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"5221","Nav 1","seasystem3e22","Event.TransportEvent.TransponderPing","2035-05-15T07:33:05.210832",7194.710425,"2035-05-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"5222","Nav 1","seasystem3e22","Event.TransportEvent.TransponderPing","2035-11-09T03:33:24.045315",7141.69369,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"5223","Nav 1","oceanicline3de","Event.TransportEvent.TransponderPing","2035-03-15T07:06:30.043961",9415.222413,"2035-03-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"5224","Nav 1","oceanicline3de","Event.TransportEvent.TransponderPing","2035-10-01T14:30:00",10295.527875,"2035-10-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"5225","Nav 1","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-03-16T06:13:05.094568",9862.45181,"2035-03-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"5226","Nav 1","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-04-04T13:30:00",10236.783254,"2035-04-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"5227","Nav 1","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-05-19T19:12:59.581143",11438.701098,"2035-05-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"5228","Nav 1","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-07-13T21:20:25.196678",10107.031671,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"5229","Nav 1","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-11-29T13:28:33.540703",9920.23562,"2035-11-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"5230","Nav 1","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-03-16T01:32:42.902595",10700.211213,"2035-03-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"5231","Nav 1","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-04-20T10:30:00",10465.499104,"2035-04-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"5232","Nav 1","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-04-21T02:50:57.807224",5827.376823,"2035-04-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5233","Nav 1","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-11-20T12:22:38.570464",11221.318012,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"5234","Nav 1","shipmatrix9b4","Event.TransportEvent.TransponderPing","2035-03-16T15:30:00",10000.299107,"2035-03-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"5235","Nav 1","shipmatrix9b4","Event.TransportEvent.TransponderPing","2035-03-17T09:46:44.483391",4788.370574,"2035-03-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"5236","Nav 1","shipmatrix9b4","Event.TransportEvent.TransponderPing","2035-05-12T08:06:49.640381",9192.93083,"2035-05-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"5237","Nav 1","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-03-18T05:55:25.012294",8810.608232,"2035-03-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"5238","Nav 1","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-10-03T19:00:00",9349.488795,"2035-10-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"5239","Nav 1","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-03-18T13:49:22.442824",7470.992803,"2035-03-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"5240","Nav 1","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-04-26T06:00:00",8730.875536,"2035-04-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"5241","Nav 1","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-03-20T03:14:34.567279",10174.813832,"2035-03-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"5242","Nav 1","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-06-07T21:02:21.198572",8842.716074,"2035-06-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"5243","Nav 1","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-08-30T05:09:48.095245",9662.421148,"2035-08-30",NA,"Entity.Vessel.CargoVessel",NA,NA
"5244","Nav 1","transpolar2a4","Event.TransportEvent.TransponderPing","2035-03-21T18:30:00",7744.205898,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5245","Nav 1","transpolar2a4","Event.TransportEvent.TransponderPing","2035-03-22T17:30:14.373642",3436.065851,"2035-03-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"5246","Nav 1","maritimemomentum8d12","Event.TransportEvent.TransponderPing","2035-03-21T09:00:00",8133.635648,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5247","Nav 1","maritimemomentum8d12","Event.TransportEvent.TransponderPing","2035-03-22T04:32:20.438408",3330.105365,"2035-03-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"5248","Nav 1","maritimemomentum8d12","Event.TransportEvent.TransponderPing","2035-10-25T06:36:29.521094",6912.382717,"2035-10-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"5249","Nav 1","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-03-21T01:00:00",8126.324554,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5250","Nav 1","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-03-21T20:26:25.730669",3442.69875,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"5251","Nav 1","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-10-25T21:40:19.026089",7105.556102,"2035-10-25",NA,"Entity.Vessel.CargoVessel",NA,NA
